5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
3.350000	2.500000	1.350000	5.150000	1.350000	1.350000	1.350000	3.350000	1.350000	1.350000	1.350000	3.350000	3.350000	2.500000	1.350000	5.150000	3.350000	2.500000	1.350000	5.150000	3.350000	2.500000	1.350000	5.150000	
3.350000	3.350000	5.150000	3.350000	1.350000	2.500000	3.350000	1.350000	1.350000	2.500000	3.350000	1.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	3.350000	5.150000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	
1.350000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	3.350000	1.350000	1.350000	1.350000	3.350000	1.350000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
1.350000	5.150000	3.350000	5.150000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
3.350000	3.350000	5.150000	3.350000	2.500000	1.350000	3.350000	1.350000	2.500000	1.350000	3.350000	1.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	2.500000	5.150000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	
3.350000	3.350000	1.350000	5.150000	1.350000	1.350000	1.350000	3.350000	2.500000	1.350000	1.350000	3.350000	3.350000	3.350000	1.350000	5.150000	3.350000	3.350000	1.350000	5.150000	3.350000	3.350000	1.350000	5.150000	
3.350000	3.350000	5.150000	3.350000	1.350000	1.350000	3.350000	1.350000	1.350000	1.350000	3.350000	1.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
2.500000	5.150000	1.350000	5.150000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
3.350000	2.500000	1.350000	5.150000	1.350000	1.350000	1.350000	3.350000	1.350000	1.350000	1.350000	3.350000	3.350000	2.500000	1.350000	5.150000	3.350000	2.500000	1.350000	5.150000	3.350000	2.500000	1.350000	5.150000	
3.350000	3.350000	5.150000	3.350000	1.350000	2.500000	3.350000	1.350000	1.350000	2.500000	3.350000	1.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	3.350000	5.150000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	
1.350000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	3.350000	1.350000	1.350000	1.350000	3.350000	1.350000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
1.350000	5.150000	3.350000	5.150000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
3.350000	3.350000	5.150000	3.350000	2.500000	1.350000	3.350000	1.350000	2.500000	1.350000	3.350000	1.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
5.150000	5.150000	5.150000	5.150000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	3.350000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	2.500000	5.150000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	3.350000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	
3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	1.350000	5.150000	3.350000	3.350000	1.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	
3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
3.350000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
3.350000	3.350000	3.350000	5.150000	3.350000	2.500000	1.350000	5.150000	3.350000	2.500000	1.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	
3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	
2.500000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	5.150000	2.500000	1.350000	1.350000	5.150000	2.500000	1.350000	1.350000	5.150000	2.500000	1.350000	1.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	3.350000	5.150000	3.350000	5.150000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	
3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	1.350000	5.150000	3.350000	3.350000	1.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	
3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
3.350000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
3.350000	3.350000	3.350000	5.150000	3.350000	2.500000	1.350000	5.150000	3.350000	2.500000	1.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	
3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	
2.500000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	5.150000	2.500000	1.350000	1.350000	5.150000	2.500000	1.350000	1.350000	5.150000	2.500000	1.350000	1.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	3.350000	5.150000	3.350000	5.150000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	
3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	1.350000	5.150000	3.350000	3.350000	1.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	
3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
3.350000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
3.350000	3.350000	3.350000	5.150000	3.350000	2.500000	1.350000	5.150000	3.350000	2.500000	1.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	
3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	
2.500000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	5.150000	1.350000	1.350000	1.350000	5.150000	2.500000	1.350000	1.350000	5.150000	2.500000	1.350000	1.350000	5.150000	2.500000	1.350000	1.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	1.350000	5.150000	3.350000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	3.350000	3.350000	5.150000	3.350000	
5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	5.150000	
5.150000	3.350000	5.150000	3.350000	5.150000	2.500000	5.150000	1.350000	5.150000	2.500000	5.150000	1.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	5.150000	3.350000	
